title,last_name,first_name,status,raw_time,index_page,day_period,date,pdf_name
M,GIRARD,Christophe,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GLEIZES,Jérôme,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GOMES,Barbara,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GOUJON,Philippe,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GOVCIYAN,Alexis,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GRANIER,Rudolph,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GRÉGOIRE,Emmanuel,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,GUHL,Antoinette,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,GUILLOU,Antoine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,HATTE,Paul,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,HERVIEU,Céline,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,HOCQUARD,Frédéric,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,IBLED,Catherine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,JACQUEMONT,Hélène,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,JAMET-FOURNIER,Boris,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,JEANNETÉ,Nicolas,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,JEMNI,Halima,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KERBOUA,Farida,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KIELEMOËS,Dominique,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KOMITÈS,Pénélope,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KONÉ,Fatoumata,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KOUASSI,Johanne,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,KUSTER,Brigitte,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LAHOUASSA,Anessa,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LAUSSUCQ,Jean,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LAVILLE,Nathalie,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LECOQ,Jean-Pierre,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LECOUTURIER,Béatrice,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LECUYER,Catherine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LEFEVRE,Franck,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LEJOINDRE,Eric,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LELIÈVRE,Maud,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LEMARDELEY,Marie-Christine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LERT,Dan,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LETISSIER,Florentin,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LEVIEUX,Véronique,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,LORIAU,Jérôme,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,LUBIN-NOËL,Carline,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MADEC,Roger,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MALACHARDDESREYSSIERS,Delphine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MAQUOI,Nathalie,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MARGAIN,Franck,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MARKOVIC,Douchka,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MARTIAL,Jacques,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MARTINS,Jean-François,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,MEUNIER,Emile,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,MONTANDON,Valérie,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,NAGET,Camille,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,NAJDOVSKI,Christophe,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,NGATCHA,Arnaud,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,NIAKATÉ,Aminata,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,NORDMAN,Nicolas,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,OLIVIER,Jean-Baptiste,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PATRICE,Laurence,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,PÉCHENARD,Frédéric,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PETIT,Carine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PIERRE-MARIE,Emmanuelle,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,PLIEZ,Eric,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,POLSKI,Olivia,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PRIMET,Raphaëlle,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,PULVAR,Audrey,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,RABADAN,Pierre,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,RAIFAUD,Sylvain,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,RAYMOND-ROSSI,Marie-José,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,REDLER,Jérémy,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,RÉMY-LELEU,Raphaëlle,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,ROLLAND,Carine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,ROMERO-MICHEL,Jean-Luc,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SAGASPE,Chloé,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SAMAKÉ,Hamidou,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SANCHESRUIVO,Hermano,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SEBBAH,Hanna,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SIMONDON,Paul,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SIMONNET,Danielle,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,SITBON,Florian,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,SOUYRIS,Anne,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,STIBBE,Elisabeth,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TAÏEB,Karen,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TERLIZZI,Delphine,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TIMSIT,Alice,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TONOLLI,Mélody,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TOUBIANA,Marie,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,TYSSANDIER,Anne-Claire,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,VASA,Léa,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,VAUGLIN,François,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,VÉRON,Aurélien,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
Mme,VERSINI,Dominique,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,VIRY,Patrick,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,WEIL,Ariel,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,ZIADY,Karim,present,Jeudi 2 juin 2022 - Après-midi,415,Après,2022-06-02,"Séance du Conseil de Paris des 31 mai, 1er et 2 juin 2022"
M,CANAL,Grégory,absent,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,DECOMPREIGNAC,Séverine,absent,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,TAÏEB,Karen,forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BOËLLE,Sandra,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BOHBOT,Jack-Yves,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BOURNAZEL,Pierre-Yves,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,COUMET,Jérôme,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,GABELOTAUD,Afaf,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,GALVANI,Jacques,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,LORIAU,Jérôme,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,MARTINS,Jean-François,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,MESSAS,Emmanuel,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,PATRIE,Béatrice,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,POLSKI,Olivia,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,RIVIER,Emmanuelle,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,TERLIZZI,Delphine,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,VASA,Léa,legit_forgive,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,AKKARI,Maya,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,ALPHAND,David,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,AQUA,Jean-Noël,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BADAT-KARAM,Samia,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BADINA-SERPETTE,Frédéric,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BALADI,Vincent,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BALDINI,Véronique,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BAUDRIER,Jacques,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BEAUQUIER,Antoine,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BELLIARD,David,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BERNARD,René-François,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BERTHAULT,Jean-Didier,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BERTHOUT,Florence,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BIDARD,Hélène,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BIRABEN,Anne,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BLAUEL,Célia,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BLOCHE,Patrick,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BONNET-OULALDJ,Nicolas,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BOUGERET,Alix,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BOULARD,Geoffroy,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BOUX,Anne-Claire,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,BROSSAT,Ian,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BROSSEL,Colombe,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BUCAILLE,Véronique,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,BÜRKLI,Delphine,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,CAPLIEZ,Stéphane,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,CARON-THIBAULT,Gauthier,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,CARRÈRE-GÉE,Marie-Claire,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,CASANOVA,Pierre,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,CHARNOZ,Sandrine,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,CHEVANDIER,Thomas,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,CHICHE,Mahor,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,COBLENCE,Emmanuel,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,COCHARD,Maxime,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,COFFIN,Alice,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,CONNAULT,François,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,CORDEBARD,Alexandra,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,COURTOIS,Daniel-Georges,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,d'HAUTESERRE,Jeanne,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,DAGNAUD,François,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,DATI,Rachida,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,DAUVERGNE,Emmanuelle,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,DAVIAUD,Jean-Philippe,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,deCLERMONT-TONNERRE,Claire,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,DERAGUENEL,Inès,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
M,DIDIER,François-Marie,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,DOUCERÉ,Marie-Caroline,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
Mme,DUMAS,Catherine,present,Mardi 5 juillet 2022 - Matin,504,Matin,2022-07-05,"Séance du Conseil de Paris des 5, 6, 7 et 8 juillet 2022"
